location,maxtempC,mintempC,FeelsLikeC,humidity,precipMM,sunHour,uvIndex,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,score,classificacao,amplitude_termica,tci,tci_mensal,melhor_estacao,melhor_estacao_score,Inverno_maxtempC,Inverno_mintempC,Inverno_FeelsLikeC,Inverno_humidity,Inverno_precipMM,Inverno_sunHour,Inverno_uvIndex,Inverno_calor_extremo,Inverno_frio_extremo,Inverno_chuva_extrema,Inverno_neve,Inverno_uv_extremo,Inverno_score,Inverno_classificacao,Inverno_amplitude_termica,Inverno_tci,Inverno_tci_mensal,Primavera_maxtempC,Primavera_mintempC,Primavera_FeelsLikeC,Primavera_humidity,Primavera_precipMM,Primavera_sunHour,Primavera_uvIndex,Primavera_calor_extremo,Primavera_frio_extremo,Primavera_chuva_extrema,Primavera_neve,Primavera_uv_extremo,Primavera_score,Primavera_classificacao,Primavera_amplitude_termica,Primavera_tci,Primavera_tci_mensal,Verão_maxtempC,Verão_mintempC,Verão_FeelsLikeC,Verão_humidity,Verão_precipMM,Verão_sunHour,Verão_uvIndex,Verão_calor_extremo,Verão_frio_extremo,Verão_chuva_extrema,Verão_neve,Verão_uv_extremo,Verão_score,Verão_classificacao,Verão_amplitude_termica,Verão_tci,Verão_tci_mensal,Outono_maxtempC,Outono_mintempC,Outono_FeelsLikeC,Outono_humidity,Outono_precipMM,Outono_sunHour,Outono_uvIndex,Outono_calor_extremo,Outono_frio_extremo,Outono_chuva_extrema,Outono_neve,Outono_uv_extremo,Outono_score,Outono_classificacao,Outono_amplitude_termica,Outono_tci,Outono_tci_mensal
Aguiar da Beira,"20,21","9,59","13,73","71,44","1,84","9,32","3,80","14,00","0,00","17,00","0,00","0,00","54,80",Aceitável,"36,00","43,81","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  36.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"71,70","12,78","4,85","7,00","78,60","2,01","7,06","2,55","0,00","0,00","4,00","0,00","0,00","44,46",Marginal,"20,00","30,83","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  36.0","18,09","8,04","12,02","75,12","2,98","8,62","3,33","0,00","0,00","7,00","0,00","0,00","58,36",Aceitável,"33,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","30,03","14,44","21,54","59,13","0,26","13,73","5,59","14,00","0,00","0,00","0,00","0,00","71,70",Muito Bom,"25,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,73","11,41","14,96","71,98","1,98","8,21","3,87","0,00","0,00","6,00","0,00","0,00","68,64",Bom,"26,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Nelas,"20,21","9,59","13,73","71,44","1,84","9,28","3,80","14,00","0,00","17,00","0,00","0,00","54,80",Aceitável,"36,00","43,81","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  36.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"71,70","12,78","4,85","7,00","78,60","2,01","7,07","2,55","0,00","0,00","4,00","0,00","0,00","44,46",Marginal,"20,00","30,83","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  36.0","18,09","8,04","12,02","75,12","2,98","8,61","3,33","0,00","0,00","7,00","0,00","0,00","58,36",Aceitável,"33,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","30,03","14,44","21,54","59,13","0,26","13,57","5,59","14,00","0,00","0,00","0,00","0,00","71,70",Muito Bom,"25,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,73","11,41","14,96","71,98","1,98","8,19","3,87","0,00","0,00","6,00","0,00","0,00","68,64",Bom,"26,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Mangualde,"20,21","9,59","13,73","71,44","1,84","9,27","3,80","14,00","0,00","17,00","0,00","0,00","54,80",Aceitável,"36,00","43,81","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  36.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"71,70","12,78","4,85","7,00","78,60","2,01","7,06","2,55","0,00","0,00","4,00","0,00","0,00","44,46",Marginal,"20,00","30,83","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  36.0","18,09","8,04","12,02","75,12","2,98","8,61","3,33","0,00","0,00","7,00","0,00","0,00","58,36",Aceitável,"33,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","30,03","14,44","21,54","59,13","0,26","13,54","5,59","14,00","0,00","0,00","0,00","0,00","71,70",Muito Bom,"25,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,73","11,41","14,96","71,98","1,98","8,20","3,87","0,00","0,00","6,00","0,00","0,00","68,64",Bom,"26,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Sernancelhe,"20,21","9,59","13,73","71,44","1,84","9,32","3,80","14,00","0,00","17,00","0,00","0,00","54,80",Aceitável,"36,00","43,81","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  36.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"71,70","12,78","4,85","7,00","78,60","2,01","7,06","2,55","0,00","0,00","4,00","0,00","0,00","44,46",Marginal,"20,00","30,83","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  36.0","18,09","8,04","12,02","75,12","2,98","8,62","3,33","0,00","0,00","7,00","0,00","0,00","58,36",Aceitável,"33,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","30,03","14,44","21,54","59,13","0,26","13,73","5,59","14,00","0,00","0,00","0,00","0,00","71,70",Muito Bom,"25,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,73","11,41","14,96","71,98","1,98","8,21","3,87","0,00","0,00","6,00","0,00","0,00","68,64",Bom,"26,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Satao,"20,21","9,59","13,73","71,44","1,84","9,30","3,80","14,00","0,00","17,00","0,00","0,00","54,80",Aceitável,"36,00","43,81","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  26.0
8   2025    2  36.0
9   2025    3  34.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Verão,"71,70","12,78","4,85","7,00","78,60","2,01","7,06","2,55","0,00","0,00","4,00","0,00","0,00","44,46",Marginal,"20,00","30,83","    ano  mes   tci
0  2024   12  30.5
1  2025    1  26.0
2  2025    2  36.0","18,09","8,04","12,02","75,12","2,98","8,61","3,33","0,00","0,00","7,00","0,00","0,00","58,36",Aceitável,"33,00","45,17","    ano  mes   tci
0  2025    3  34.0
1  2025    4  44.0
2  2025    5  57.5","30,03","14,44","21,54","59,13","0,26","13,66","5,59","14,00","0,00","0,00","0,00","0,00","71,70",Muito Bom,"25,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,73","11,41","14,96","71,98","1,98","8,21","3,87","0,00","0,00","6,00","0,00","0,00","68,64",Bom,"26,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Oliveira do Hospital,"18,05","7,71","11,70","68,40","2,04","9,76","3,46","4,00","0,00","29,00","9,00","0,00","54,59",Aceitável,"38,00","38,38","     ano  mes   tci
0   2024    6  48.0
1   2024    7  48.0
2   2024    8  48.0
3   2024    9  58.5
4   2024   10  44.0
5   2024   11  35.0
6   2024   12  32.0
7   2025    1  16.0
8   2025    2  15.0
9   2025    3  26.0
10  2025    4  35.0
11  2025    5  45.5
12  2025    6  48.0",Verão,"79,65","10,04","2,16","4,12","78,45","2,05","7,53","1,94","0,00","0,00","9,00","2,00","0,00","44,70",Marginal,"19,00","21,00","    ano  mes   tci
0  2024   12  32.0
1  2025    1  16.0
2  2025    2  15.0","14,69","5,62","8,94","74,58","3,50","8,79","2,71","0,00","0,00","10,00","7,00","0,00","51,77",Aceitável,"36,00","35,50","    ano  mes   tci
0  2025    3  26.0
1  2025    4  35.0
2  2025    5  45.5","28,63","13,61","20,75","51,12","0,42","13,69","5,46","4,00","0,00","0,00","0,00","0,00","79,65",Muito Bom,"28,00","48,00","    ano  mes   tci
0  2024    6  48.0
1  2024    7  48.0
2  2024    8  48.0
3  2025    6  48.0","17,53","8,69","11,88","71,57","2,43","8,56","3,46","0,00","0,00","10,00","0,00","0,00","60,77",Bom,"28,00","45,83","    ano  mes   tci
0  2024    9  58.5
1  2024   10  44.0
2  2024   11  35.0"
Manteigas,"18,05","7,71","11,70","68,40","2,04","9,75","3,46","4,00","0,00","29,00","9,00","0,00","54,59",Aceitável,"38,00","38,38","     ano  mes   tci
0   2024    6  48.0
1   2024    7  48.0
2   2024    8  48.0
3   2024    9  58.5
4   2024   10  44.0
5   2024   11  35.0
6   2024   12  32.0
7   2025    1  16.0
8   2025    2  15.0
9   2025    3  26.0
10  2025    4  35.0
11  2025    5  45.5
12  2025    6  48.0",Verão,"79,65","10,04","2,16","4,12","78,45","2,05","7,51","1,94","0,00","0,00","9,00","2,00","0,00","44,70",Marginal,"19,00","21,00","    ano  mes   tci
0  2024   12  32.0
1  2025    1  16.0
2  2025    2  15.0","14,69","5,62","8,94","74,58","3,50","8,81","2,71","0,00","0,00","10,00","7,00","0,00","51,77",Aceitável,"36,00","35,50","    ano  mes   tci
0  2025    3  26.0
1  2025    4  35.0
2  2025    5  45.5","28,63","13,61","20,75","51,12","0,42","13,67","5,46","4,00","0,00","0,00","0,00","0,00","79,65",Muito Bom,"28,00","48,00","    ano  mes   tci
0  2024    6  48.0
1  2024    7  48.0
2  2024    8  48.0
3  2025    6  48.0","17,53","8,69","11,88","71,57","2,43","8,56","3,46","0,00","0,00","10,00","0,00","0,00","60,77",Bom,"28,00","45,83","    ano  mes   tci
0  2024    9  58.5
1  2024   10  44.0
2  2024   11  35.0"
Santa Maria da Feira,"18,05","7,71","11,70","68,40","2,04","9,75","3,46","4,00","0,00","29,00","9,00","0,00","54,59",Aceitável,"38,00","38,38","     ano  mes   tci
0   2024    6  48.0
1   2024    7  48.0
2   2024    8  48.0
3   2024    9  58.5
4   2024   10  44.0
5   2024   11  35.0
6   2024   12  32.0
7   2025    1  16.0
8   2025    2  15.0
9   2025    3  26.0
10  2025    4  35.0
11  2025    5  45.5
12  2025    6  48.0",Verão,"79,65","10,04","2,16","4,12","78,45","2,05","7,53","1,94","0,00","0,00","9,00","2,00","0,00","44,70",Marginal,"19,00","21,00","    ano  mes   tci
0  2024   12  32.0
1  2025    1  16.0
2  2025    2  15.0","14,69","5,62","8,94","74,58","3,50","8,79","2,71","0,00","0,00","10,00","7,00","0,00","51,77",Aceitável,"36,00","35,50","    ano  mes   tci
0  2025    3  26.0
1  2025    4  35.0
2  2025    5  45.5","28,63","13,61","20,75","51,12","0,42","13,67","5,46","4,00","0,00","0,00","0,00","0,00","79,65",Muito Bom,"28,00","48,00","    ano  mes   tci
0  2024    6  48.0
1  2024    7  48.0
2  2024    8  48.0
3  2025    6  48.0","17,53","8,69","11,88","71,57","2,43","8,56","3,46","0,00","0,00","10,00","0,00","0,00","60,77",Bom,"28,00","45,83","    ano  mes   tci
0  2024    9  58.5
1  2024   10  44.0
2  2024   11  35.0"
Gouveia,"18,05","7,71","11,70","68,40","2,04","9,76","3,46","4,00","0,00","29,00","9,00","0,00","54,59",Aceitável,"38,00","38,38","     ano  mes   tci
0   2024    6  48.0
1   2024    7  48.0
2   2024    8  48.0
3   2024    9  58.5
4   2024   10  44.0
5   2024   11  35.0
6   2024   12  32.0
7   2025    1  16.0
8   2025    2  15.0
9   2025    3  26.0
10  2025    4  35.0
11  2025    5  45.5
12  2025    6  48.0",Verão,"79,65","10,04","2,16","4,12","78,45","2,05","7,51","1,94","0,00","0,00","9,00","2,00","0,00","44,70",Marginal,"19,00","21,00","    ano  mes   tci
0  2024   12  32.0
1  2025    1  16.0
2  2025    2  15.0","14,69","5,62","8,94","74,58","3,50","8,81","2,71","0,00","0,00","10,00","7,00","0,00","51,77",Aceitável,"36,00","35,50","    ano  mes   tci
0  2025    3  26.0
1  2025    4  35.0
2  2025    5  45.5","28,63","13,61","20,75","51,12","0,42","13,72","5,46","4,00","0,00","0,00","0,00","0,00","79,65",Muito Bom,"28,00","48,00","    ano  mes   tci
0  2024    6  48.0
1  2024    7  48.0
2  2024    8  48.0
3  2025    6  48.0","17,53","8,69","11,88","71,57","2,43","8,56","3,46","0,00","0,00","10,00","0,00","0,00","60,77",Bom,"28,00","45,83","    ano  mes   tci
0  2024    9  58.5
1  2024   10  44.0
2  2024   11  35.0"
Seia,"18,05","7,71","11,70","68,40","2,04","9,75","3,46","4,00","0,00","29,00","9,00","0,00","54,59",Aceitável,"38,00","38,38","     ano  mes   tci
0   2024    6  48.0
1   2024    7  48.0
2   2024    8  48.0
3   2024    9  58.5
4   2024   10  44.0
5   2024   11  35.0
6   2024   12  32.0
7   2025    1  16.0
8   2025    2  15.0
9   2025    3  26.0
10  2025    4  35.0
11  2025    5  45.5
12  2025    6  48.0",Verão,"79,65","10,04","2,16","4,12","78,45","2,05","7,51","1,94","0,00","0,00","9,00","2,00","0,00","44,70",Marginal,"19,00","21,00","    ano  mes   tci
0  2024   12  32.0
1  2025    1  16.0
2  2025    2  15.0","14,69","5,62","8,94","74,58","3,50","8,79","2,71","0,00","0,00","10,00","7,00","0,00","51,77",Aceitável,"36,00","35,50","    ano  mes   tci
0  2025    3  26.0
1  2025    4  35.0
2  2025    5  45.5","28,63","13,61","20,75","51,12","0,42","13,66","5,46","4,00","0,00","0,00","0,00","0,00","79,65",Muito Bom,"28,00","48,00","    ano  mes   tci
0  2024    6  48.0
1  2024    7  48.0
2  2024    8  48.0
3  2025    6  48.0","17,53","8,69","11,88","71,57","2,43","8,57","3,46","0,00","0,00","10,00","0,00","0,00","60,77",Bom,"28,00","45,83","    ano  mes   tci
0  2024    9  58.5
1  2024   10  44.0
2  2024   11  35.0"
Fornos de Algodres,"18,05","7,71","11,70","68,40","2,04","9,79","3,46","4,00","0,00","29,00","9,00","0,00","54,59",Aceitável,"38,00","38,38","     ano  mes   tci
0   2024    6  48.0
1   2024    7  48.0
2   2024    8  48.0
3   2024    9  58.5
4   2024   10  44.0
5   2024   11  35.0
6   2024   12  32.0
7   2025    1  16.0
8   2025    2  15.0
9   2025    3  26.0
10  2025    4  35.0
11  2025    5  45.5
12  2025    6  48.0",Verão,"79,65","10,04","2,16","4,12","78,45","2,05","7,51","1,94","0,00","0,00","9,00","2,00","0,00","44,70",Marginal,"19,00","21,00","    ano  mes   tci
0  2024   12  32.0
1  2025    1  16.0
2  2025    2  15.0","14,69","5,62","8,94","74,58","3,50","8,81","2,71","0,00","0,00","10,00","7,00","0,00","51,77",Aceitável,"36,00","35,50","    ano  mes   tci
0  2025    3  26.0
1  2025    4  35.0
2  2025    5  45.5","28,63","13,61","20,75","51,12","0,42","13,80","5,46","4,00","0,00","0,00","0,00","0,00","79,65",Muito Bom,"28,00","48,00","    ano  mes   tci
0  2024    6  48.0
1  2024    7  48.0
2  2024    8  48.0
3  2025    6  48.0","17,53","8,69","11,88","71,57","2,43","8,56","3,46","0,00","0,00","10,00","0,00","0,00","60,77",Bom,"28,00","45,83","    ano  mes   tci
0  2024    9  58.5
1  2024   10  44.0
2  2024   11  35.0"
Chamusca,"18,05","7,71","11,70","68,40","2,04","9,75","3,46","4,00","0,00","29,00","9,00","0,00","54,59",Aceitável,"38,00","38,38","     ano  mes   tci
0   2024    6  48.0
1   2024    7  48.0
2   2024    8  48.0
3   2024    9  58.5
4   2024   10  44.0
5   2024   11  35.0
6   2024   12  32.0
7   2025    1  16.0
8   2025    2  15.0
9   2025    3  26.0
10  2025    4  35.0
11  2025    5  45.5
12  2025    6  48.0",Verão,"79,65","10,04","2,16","4,12","78,45","2,05","7,53","1,94","0,00","0,00","9,00","2,00","0,00","44,70",Marginal,"19,00","21,00","    ano  mes   tci
0  2024   12  32.0
1  2025    1  16.0
2  2025    2  15.0","14,69","5,62","8,94","74,58","3,50","8,79","2,71","0,00","0,00","10,00","7,00","0,00","51,77",Aceitável,"36,00","35,50","    ano  mes   tci
0  2025    3  26.0
1  2025    4  35.0
2  2025    5  45.5","28,63","13,61","20,75","51,12","0,42","13,67","5,46","4,00","0,00","0,00","0,00","0,00","79,65",Muito Bom,"28,00","48,00","    ano  mes   tci
0  2024    6  48.0
1  2024    7  48.0
2  2024    8  48.0
3  2025    6  48.0","17,53","8,69","11,88","71,57","2,43","8,56","3,46","0,00","0,00","10,00","0,00","0,00","60,77",Bom,"28,00","45,83","    ano  mes   tci
0  2024    9  58.5
1  2024   10  44.0
2  2024   11  35.0"
Boticas,"19,90","8,01","12,96","71,92","1,56","8,91","3,53","22,00","0,00","11,00","0,00","0,00","53,43",Aceitável,"37,00","44,15","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  27.0
8   2025    2  37.5
9   2025    3  36.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Outono,"70,03","12,18","3,08","6,33","81,08","1,34","6,52","2,17","0,00","0,00","6,00","0,00","0,00","42,61",Marginal,"20,00","31,67","    ano  mes   tci
0  2024   12  30.5
1  2025    1  27.0
2  2025    2  37.5","18,18","6,61","11,45","75,39","2,12","8,29","3,20","0,00","0,00","3,00","0,00","0,00","59,80",Aceitável,"33,00","45,83","    ano  mes   tci
0  2025    3  36.0
1  2025    4  44.0
2  2025    5  57.5","30,32","13,23","21,07","56,24","0,45","13,99","5,34","22,00","0,00","0,00","0,00","0,00","69,46",Bom,"28,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,58","9,91","14,26","72,31","2,11","7,72","3,72","0,00","0,00","2,00","0,00","0,00","70,03",Muito Bom,"30,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Montalegre,"19,90","8,01","12,96","71,92","1,56","8,92","3,53","22,00","0,00","11,00","0,00","0,00","53,43",Aceitável,"37,00","44,15","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  27.0
8   2025    2  37.5
9   2025    3  36.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Outono,"70,03","12,18","3,08","6,33","81,08","1,34","6,54","2,17","0,00","0,00","6,00","0,00","0,00","42,61",Marginal,"20,00","31,67","    ano  mes   tci
0  2024   12  30.5
1  2025    1  27.0
2  2025    2  37.5","18,18","6,61","11,45","75,39","2,12","8,29","3,20","0,00","0,00","3,00","0,00","0,00","59,80",Aceitável,"33,00","45,83","    ano  mes   tci
0  2025    3  36.0
1  2025    4  44.0
2  2025    5  57.5","30,32","13,23","21,07","56,24","0,45","14,00","5,34","22,00","0,00","0,00","0,00","0,00","69,46",Bom,"28,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,58","9,91","14,26","72,31","2,11","7,73","3,72","0,00","0,00","2,00","0,00","0,00","70,03",Muito Bom,"30,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Chaves,"19,90","8,01","12,96","71,92","1,56","8,89","3,53","22,00","0,00","11,00","0,00","0,00","53,43",Aceitável,"37,00","44,15","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  27.0
8   2025    2  37.5
9   2025    3  36.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Outono,"70,03","12,18","3,08","6,33","81,08","1,34","6,45","2,17","0,00","0,00","6,00","0,00","0,00","42,61",Marginal,"20,00","31,67","    ano  mes   tci
0  2024   12  30.5
1  2025    1  27.0
2  2025    2  37.5","18,18","6,61","11,45","75,39","2,12","8,30","3,20","0,00","0,00","3,00","0,00","0,00","59,80",Aceitável,"33,00","45,83","    ano  mes   tci
0  2025    3  36.0
1  2025    4  44.0
2  2025    5  57.5","30,32","13,23","21,07","56,24","0,45","13,97","5,34","22,00","0,00","0,00","0,00","0,00","69,46",Bom,"28,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,58","9,91","14,26","72,31","2,11","7,73","3,72","0,00","0,00","2,00","0,00","0,00","70,03",Muito Bom,"30,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Mirandela,"19,90","8,01","12,96","71,92","1,56","8,87","3,53","22,00","0,00","11,00","0,00","0,00","53,37",Aceitável,"37,00","44,15","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  27.0
8   2025    2  37.5
9   2025    3  36.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Outono,"70,03","12,18","3,08","6,33","81,08","1,34","6,44","2,17","0,00","0,00","6,00","0,00","0,00","42,61",Marginal,"20,00","31,67","    ano  mes   tci
0  2024   12  30.5
1  2025    1  27.0
2  2025    2  37.5","18,18","6,61","11,45","75,39","2,12","8,30","3,20","0,00","0,00","3,00","0,00","0,00","59,58",Aceitável,"33,00","45,83","    ano  mes   tci
0  2025    3  36.0
1  2025    4  44.0
2  2025    5  57.5","30,32","13,23","21,07","56,24","0,45","13,90","5,34","22,00","0,00","0,00","0,00","0,00","69,46",Bom,"28,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,58","9,91","14,26","72,31","2,11","7,72","3,72","0,00","0,00","2,00","0,00","0,00","70,03",Muito Bom,"30,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Valpacos,"19,90","8,01","12,96","71,92","1,56","8,87","3,53","22,00","0,00","11,00","0,00","0,00","53,37",Aceitável,"37,00","44,15","     ano  mes   tci
0   2024    6  60.0
1   2024    7  48.0
2   2024    8  40.0
3   2024    9  58.5
4   2024   10  42.0
5   2024   11  45.0
6   2024   12  30.5
7   2025    1  27.0
8   2025    2  37.5
9   2025    3  36.0
10  2025    4  44.0
11  2025    5  57.5
12  2025    6  48.0",Outono,"70,03","12,18","3,08","6,33","81,08","1,34","6,45","2,17","0,00","0,00","6,00","0,00","0,00","42,61",Marginal,"20,00","31,67","    ano  mes   tci
0  2024   12  30.5
1  2025    1  27.0
2  2025    2  37.5","18,18","6,61","11,45","75,39","2,12","8,29","3,20","0,00","0,00","3,00","0,00","0,00","59,58",Aceitável,"33,00","45,83","    ano  mes   tci
0  2025    3  36.0
1  2025    4  44.0
2  2025    5  57.5","30,32","13,23","21,07","56,24","0,45","13,93","5,34","22,00","0,00","0,00","0,00","0,00","69,46",Bom,"28,00","49,00","    ano  mes   tci
0  2024    6  60.0
1  2024    7  48.0
2  2024    8  40.0
3  2025    6  48.0","20,58","9,91","14,26","72,31","2,11","7,71","3,72","0,00","0,00","2,00","0,00","0,00","70,03",Muito Bom,"30,00","48,50","    ano  mes   tci
0  2024    9  58.5
1  2024   10  42.0
2  2024   11  45.0"
Macao,"22,11","10,83","15,18","71,59","1,76","9,09","4,00","32,00","0,00","17,00","0,00","2,00","52,96",Aceitável,"35,00","46,08","     ano  mes   tci
0   2024    6  60.0
1   2024    7  40.0
2   2024    8  37.0
3   2024    9  48.0
4   2024   10  56.0
5   2024   11  45.0
6   2024   12  40.0
7   2025    1  35.0
8   2025    2  36.0
9   2025    3  42.0
10  2025    4  53.5
11  2025    5  58.5
12  2025    6  48.0",Outono,"78,11","15,34","6,58","9,22","76,37","1,76","7,46","2,89","0,00","0,00","7,00","0,00","0,00","47,95",Marginal,"20,00","37,00","    ano  mes   tci
0  2024   12  40.0
1  2025    1  35.0
2  2025    2  36.0","20,19","9,46","13,60","76,25","3,18","7,95","3,57","3,00","0,00","5,00","0,00","0,00","63,43",Bom,"31,00","51,33","    ano  mes   tci
0  2025    3  42.0
1  2025    4  53.5
2  2025    5  58.5","31,29","14,88","22,05","61,17","0,07","13,44","5,45","27,00","0,00","0,00","0,00","2,00","62,02",Bom,"24,00","46,25","    ano  mes   tci
0  2024    6  60.0
1  2024    7  40.0
2  2024    8  37.0
3  2025    6  48.0","23,50","13,21","17,25","70,39","1,68","8,44","4,38","2,00","0,00","5,00","0,00","0,00","78,11",Muito Bom,"27,00","49,67","    ano  mes   tci
0  2024    9  48.0
1  2024   10  56.0
2  2024   11  45.0"
